& https://raw.githubusercontent.com/padagraph/Clics/master/nodes.csv
_Edge:, languages, families, weight, width
217 -- 574, 1.0, 1.0, 1.0, 1
217 -- 575, 1.0, 1.0, 1.0, 1
217 -- 999, 1.0, 1.0, 1.0, 1
217 -- 694, 1.0, 1.0, 1.0, 1
217 -- 815, 1.0, 1.0, 1.0, 1
217 -- 254, 4.0, 1.0, 1.0, 1
217 -- 854, 1.0, 1.0, 1.0, 1
217 -- 267, 1.0, 1.0, 1.0, 1
217 -- 315, 1.0, 1.0, 1.0, 1
217 -- 613, 1.0, 1.0, 1.0, 1
217 -- 679, 1.0, 1.0, 1.0, 1
217 -- 1137, 1.0, 1.0, 1.0, 1
217 -- 786, 1.0, 1.0, 1.0, 1
217 -- 1096, 1.0, 1.0, 1.0, 1
217 -- 362, 1.0, 1.0, 1.0, 1
217 -- 755, 1.0, 1.0, 1.0, 1
217 -- 756, 1.0, 1.0, 1.0, 1
217 -- 253, 1.0, 1.0, 1.0, 1
217 -- 370, 1.0, 1.0, 1.0, 1
217 -- 371, 4.0, 4.0, 4.0, 4
218 -- 956, 3.0, 2.0, 2.0, 2
218 -- 957, 1.0, 1.0, 1.0, 1
218 -- 961, 1.0, 1.0, 1.0, 1
218 -- 714, 1.0, 1.0, 1.0, 1
218 -- 386, 1.0, 1.0, 1.0, 1
218 -- 1205, 1.0, 1.0, 1.0, 1
218 -- 678, 1.0, 1.0, 1.0, 1
218 -- 397, 1.0, 1.0, 1.0, 1
218 -- 269, 1.0, 1.0, 1.0, 1
218 -- 242, 14.0, 2.0, 2.0, 2
218 -- 1272, 1.0, 1.0, 1.0, 1
218 -- 473, 1.0, 1.0, 1.0, 1
218 -- 642, 1.0, 1.0, 1.0, 1
218 -- 400, 1.0, 1.0, 1.0, 1
218 -- 655, 1.0, 1.0, 1.0, 1
218 -- 571, 1.0, 1.0, 1.0, 1
218 -- 1157, 1.0, 1.0, 1.0, 1
218 -- 769, 1.0, 1.0, 1.0, 1
218 -- 588, 1.0, 1.0, 1.0, 1
218 -- 1268, 1.0, 1.0, 1.0, 1
218 -- 894, 1.0, 1.0, 1.0, 1
218 -- 267, 1.0, 1.0, 1.0, 1
218 -- 501, 1.0, 1.0, 1.0, 1
218 -- 860, 1.0, 1.0, 1.0, 1
218 -- 442, 2.0, 2.0, 2.0, 2
218 -- 356, 1.0, 1.0, 1.0, 1
218 -- 443, 32.0, 8.0, 8.0, 8
218 -- 1267, 1.0, 1.0, 1.0, 1
218 -- 1185, 2.0, 2.0, 2.0, 2
218 -- 435, 1.0, 1.0, 1.0, 1
218 -- 874, 1.0, 1.0, 1.0, 1
218 -- 437, 2.0, 2.0, 2.0, 2
218 -- 1079, 1.0, 1.0, 1.0, 1
218 -- 440, 1.0, 1.0, 1.0, 1
218 -- 777, 2.0, 2.0, 2.0, 2
218 -- 1113, 2.0, 2.0, 2.0, 2
218 -- 444, 8.0, 4.0, 4.0, 4
218 -- 1282, 1.0, 1.0, 1.0, 1
219 -- 403, 2.0, 2.0, 2.0, 2
219 -- 1269, 2.0, 2.0, 2.0, 2
219 -- 1175, 1.0, 1.0, 1.0, 1
219 -- 742, 1.0, 1.0, 1.0, 1
219 -- 220, 1.0, 1.0, 1.0, 1
219 -- 221, 3.0, 3.0, 3.0, 3
219 -- 224, 34.0, 7.0, 7.0, 7
219 -- 362, 1.0, 1.0, 1.0, 1
219 -- 219, 1.0, 1.0, 1.0, 1
219 -- 1009, 1.0, 1.0, 1.0, 1
219 -- 223, 1.0, 1.0, 1.0, 1
219 -- 401, 1.0, 1.0, 1.0, 1
220 -- 220, 1.0, 1.0, 1.0, 1
220 -- 808, 1.0, 1.0, 1.0, 1
220 -- 999, 1.0, 1.0, 1.0, 1
220 -- 918, 1.0, 1.0, 1.0, 1
220 -- 489, 3.0, 1.0, 1.0, 1
220 -- 223, 1.0, 1.0, 1.0, 1
220 -- 224, 2.0, 2.0, 2.0, 2
220 -- 590, 1.0, 1.0, 1.0, 1
220 -- 418, 1.0, 1.0, 1.0, 1
220 -- 894, 1.0, 1.0, 1.0, 1
220 -- 403, 73.0, 21.0, 21.0, 21
220 -- 433, 1.0, 1.0, 1.0, 1
220 -- 939, 1.0, 1.0, 1.0, 1
220 -- 334, 1.0, 1.0, 1.0, 1
220 -- 755, 1.0, 1.0, 1.0, 1
220 -- 525, 1.0, 1.0, 1.0, 1
220 -- 401, 75.0, 19.0, 19.0, 19
220 -- 222, 4.0, 3.0, 3.0, 3
220 -- 257, 1.0, 1.0, 1.0, 1
221 -- 710, 1.0, 1.0, 1.0, 1
221 -- 410, 1.0, 1.0, 1.0, 1
221 -- 999, 1.0, 1.0, 1.0, 1
221 -- 1001, 1.0, 1.0, 1.0, 1
221 -- 221, 1.0, 1.0, 1.0, 1
221 -- 223, 20.0, 11.0, 11.0, 11
221 -- 224, 1.0, 1.0, 1.0, 1
221 -- 309, 1.0, 1.0, 1.0, 1
221 -- 894, 1.0, 1.0, 1.0, 1
221 -- 459, 1.0, 1.0, 1.0, 1
221 -- 729, 1.0, 1.0, 1.0, 1
221 -- 678, 1.0, 1.0, 1.0, 1
221 -- 1264, 2.0, 2.0, 2.0, 2
221 -- 1178, 1.0, 1.0, 1.0, 1
221 -- 742, 1.0, 1.0, 1.0, 1
221 -- 746, 1.0, 1.0, 1.0, 1
221 -- 522, 1.0, 1.0, 1.0, 1
221 -- 401, 1.0, 1.0, 1.0, 1
221 -- 649, 1.0, 1.0, 1.0, 1
222 -- 300, 1.0, 1.0, 1.0, 1
222 -- 1073, 1.0, 1.0, 1.0, 1
222 -- 452, 1.0, 1.0, 1.0, 1
222 -- 412, 1.0, 1.0, 1.0, 1
222 -- 663, 1.0, 1.0, 1.0, 1
222 -- 1177, 1.0, 1.0, 1.0, 1
222 -- 665, 1.0, 1.0, 1.0, 1
222 -- 223, 1.0, 1.0, 1.0, 1
222 -- 309, 1.0, 1.0, 1.0, 1
222 -- 417, 1.0, 1.0, 1.0, 1
222 -- 854, 1.0, 1.0, 1.0, 1
222 -- 421, 1.0, 1.0, 1.0, 1
222 -- 267, 1.0, 1.0, 1.0, 1
222 -- 862, 1.0, 1.0, 1.0, 1
222 -- 982, 2.0, 2.0, 2.0, 2
222 -- 845, 2.0, 2.0, 2.0, 2
222 -- 685, 1.0, 1.0, 1.0, 1
222 -- 733, 1.0, 1.0, 1.0, 1
222 -- 357, 1.0, 1.0, 1.0, 1
222 -- 838, 1.0, 1.0, 1.0, 1
222 -- 595, 1.0, 1.0, 1.0, 1
222 -- 1077, 1.0, 1.0, 1.0, 1
222 -- 506, 1.0, 1.0, 1.0, 1
222 -- 752, 1.0, 1.0, 1.0, 1
222 -- 525, 1.0, 1.0, 1.0, 1
222 -- 401, 3.0, 3.0, 3.0, 3
222 -- 403, 2.0, 2.0, 2.0, 2
222 -- 814, 1.0, 1.0, 1.0, 1
222 -- 1241, 1.0, 1.0, 1.0, 1
223 -- 571, 1.0, 1.0, 1.0, 1
223 -- 1118, 1.0, 1.0, 1.0, 1
223 -- 467, 3.0, 2.0, 2.0, 2
223 -- 540, 1.0, 1.0, 1.0, 1
223 -- 223, 7.0, 4.0, 4.0, 4
223 -- 224, 2.0, 2.0, 2.0, 2
223 -- 309, 1.0, 1.0, 1.0, 1
223 -- 1252, 1.0, 1.0, 1.0, 1
223 -- 894, 1.0, 1.0, 1.0, 1
223 -- 970, 1.0, 1.0, 1.0, 1
223 -- 1110, 1.0, 1.0, 1.0, 1
223 -- 266, 1.0, 1.0, 1.0, 1
223 -- 464, 1.0, 1.0, 1.0, 1
223 -- 1055, 1.0, 1.0, 1.0, 1
223 -- 678, 1.0, 1.0, 1.0, 1
223 -- 522, 1.0, 1.0, 1.0, 1
223 -- 426, 1.0, 1.0, 1.0, 1
223 -- 466, 3.0, 2.0, 2.0, 2
223 -- 1170, 1.0, 1.0, 1.0, 1
223 -- 683, 1.0, 1.0, 1.0, 1
223 -- 1176, 1.0, 1.0, 1.0, 1
223 -- 280, 1.0, 1.0, 1.0, 1
223 -- 1059, 1.0, 1.0, 1.0, 1
223 -- 1178, 1.0, 1.0, 1.0, 1
223 -- 1096, 1.0, 1.0, 1.0, 1
223 -- 558, 1.0, 1.0, 1.0, 1
223 -- 842, 1.0, 1.0, 1.0, 1
223 -- 1223, 1.0, 1.0, 1.0, 1
223 -- 476, 1.0, 1.0, 1.0, 1
223 -- 562, 1.0, 1.0, 1.0, 1
223 -- 1275, 1.0, 1.0, 1.0, 1
223 -- 975, 1.0, 1.0, 1.0, 1
223 -- 443, 1.0, 1.0, 1.0, 1
223 -- 1274, 1.0, 1.0, 1.0, 1
223 -- 1115, 1.0, 1.0, 1.0, 1
224 -- 1117, 1.0, 1.0, 1.0, 1
224 -- 538, 2.0, 2.0, 2.0, 2
224 -- 1126, 1.0, 1.0, 1.0, 1
224 -- 224, 2.0, 2.0, 2.0, 2
224 -- 401, 1.0, 1.0, 1.0, 1
224 -- 418, 2.0, 2.0, 2.0, 2
224 -- 1259, 1.0, 1.0, 1.0, 1
224 -- 841, 1.0, 1.0, 1.0, 1
224 -- 1175, 1.0, 1.0, 1.0, 1
224 -- 969, 1.0, 1.0, 1.0, 1
224 -- 1129, 1.0, 1.0, 1.0, 1
224 -- 1026, 1.0, 1.0, 1.0, 1
224 -- 644, 1.0, 1.0, 1.0, 1
224 -- 521, 1.0, 1.0, 1.0, 1
224 -- 524, 1.0, 1.0, 1.0, 1
224 -- 1250, 1.0, 1.0, 1.0, 1
224 -- 403, 1.0, 1.0, 1.0, 1
224 -- 1113, 1.0, 1.0, 1.0, 1
224 -- 1108, 1.0, 1.0, 1.0, 1
225 -- 570, 1.0, 1.0, 1.0, 1
225 -- 1136, 7.0, 3.0, 3.0, 3
225 -- 711, 5.0, 4.0, 4.0, 4
225 -- 714, 31.0, 11.0, 11.0, 11
225 -- 561, 1.0, 1.0, 1.0, 1
225 -- 748, 1.0, 1.0, 1.0, 1
225 -- 891, 1.0, 1.0, 1.0, 1
225 -- 622, 1.0, 1.0, 1.0, 1
225 -- 1204, 1.0, 1.0, 1.0, 1
225 -- 1248, 20.0, 7.0, 7.0, 7
225 -- 583, 1.0, 1.0, 1.0, 1
225 -- 420, 1.0, 1.0, 1.0, 1
225 -- 601, 3.0, 1.0, 1.0, 1
225 -- 230, 27.0, 9.0, 9.0, 9
225 -- 231, 27.0, 10.0, 10.0, 10
225 -- 1105, 1.0, 1.0, 1.0, 1
225 -- 587, 4.0, 2.0, 2.0, 2
225 -- 362, 1.0, 1.0, 1.0, 1
225 -- 1175, 1.0, 1.0, 1.0, 1
225 -- 1176, 1.0, 1.0, 1.0, 1
225 -- 921, 1.0, 1.0, 1.0, 1
225 -- 1116, 1.0, 1.0, 1.0, 1
225 -- 229, 1.0, 1.0, 1.0, 1
225 -- 520, 1.0, 1.0, 1.0, 1
225 -- 647, 1.0, 1.0, 1.0, 1
225 -- 952, 1.0, 1.0, 1.0, 1
226 -- 848, 1.0, 1.0, 1.0, 1
226 -- 389, 1.0, 1.0, 1.0, 1
226 -- 1097, 1.0, 1.0, 1.0, 1
226 -- 410, 1.0, 1.0, 1.0, 1
226 -- 305, 1.0, 1.0, 1.0, 1
226 -- 1023, 1.0, 1.0, 1.0, 1
226 -- 890, 1.0, 1.0, 1.0, 1
226 -- 612, 1.0, 1.0, 1.0, 1
226 -- 1004, 1.0, 1.0, 1.0, 1
226 -- 463, 1.0, 1.0, 1.0, 1
226 -- 380, 1.0, 1.0, 1.0, 1
226 -- 1005, 1.0, 1.0, 1.0, 1
226 -- 423, 1.0, 1.0, 1.0, 1
226 -- 978, 49.0, 27.0, 27.0, 27
226 -- 679, 1.0, 1.0, 1.0, 1
226 -- 862, 1.0, 1.0, 1.0, 1
226 -- 271, 1.0, 1.0, 1.0, 1
226 -- 859, 1.0, 1.0, 1.0, 1
226 -- 392, 1.0, 1.0, 1.0, 1
226 -- 636, 16.0, 13.0, 13.0, 13
226 -- 529, 1.0, 1.0, 1.0, 1
226 -- 247, 1.0, 1.0, 1.0, 1
226 -- 248, 1.0, 1.0, 1.0, 1
226 -- 872, 1.0, 1.0, 1.0, 1
226 -- 553, 3.0, 2.0, 2.0, 2
226 -- 1029, 1.0, 1.0, 1.0, 1
226 -- 650, 1.0, 1.0, 1.0, 1
226 -- 1033, 11.0, 9.0, 9.0, 9
226 -- 654, 4.0, 4.0, 4.0, 4
227 -- 244, 1.0, 1.0, 1.0, 1
227 -- 751, 1.0, 1.0, 1.0, 1
227 -- 723, 1.0, 1.0, 1.0, 1
227 -- 734, 1.0, 1.0, 1.0, 1
227 -- 517, 1.0, 1.0, 1.0, 1
227 -- 559, 1.0, 1.0, 1.0, 1
227 -- 519, 1.0, 1.0, 1.0, 1
227 -- 722, 1.0, 1.0, 1.0, 1
227 -- 725, 1.0, 1.0, 1.0, 1
227 -- 728, 1.0, 1.0, 1.0, 1
227 -- 729, 1.0, 1.0, 1.0, 1
227 -- 1086, 1.0, 1.0, 1.0, 1
227 -- 980, 1.0, 1.0, 1.0, 1
227 -- 228, 1.0, 1.0, 1.0, 1
227 -- 615, 1.0, 1.0, 1.0, 1
228 -- 1169, 1.0, 1.0, 1.0, 1
228 -- 811, 1.0, 1.0, 1.0, 1
228 -- 612, 1.0, 1.0, 1.0, 1
228 -- 783, 1.0, 1.0, 1.0, 1
228 -- 833, 1.0, 1.0, 1.0, 1
228 -- 729, 1.0, 1.0, 1.0, 1
228 -- 228, 1.0, 1.0, 1.0, 1
228 -- 722, 1.0, 1.0, 1.0, 1
228 -- 723, 1.0, 1.0, 1.0, 1
228 -- 517, 1.0, 1.0, 1.0, 1
228 -- 725, 1.0, 1.0, 1.0, 1
228 -- 728, 1.0, 1.0, 1.0, 1
228 -- 1112, 1.0, 1.0, 1.0, 1
228 -- 734, 1.0, 1.0, 1.0, 1
228 -- 842, 2.0, 2.0, 2.0, 2
229 -- 707, 1.0, 1.0, 1.0, 1
229 -- 1098, 1.0, 1.0, 1.0, 1
229 -- 246, 3.0, 2.0, 2.0, 2
229 -- 711, 3.0, 3.0, 3.0, 3
229 -- 1179, 1.0, 1.0, 1.0, 1
229 -- 714, 3.0, 3.0, 3.0, 3
229 -- 963, 1.0, 1.0, 1.0, 1
229 -- 1248, 1.0, 1.0, 1.0, 1
229 -- 972, 1.0, 1.0, 1.0, 1
229 -- 313, 1.0, 1.0, 1.0, 1
229 -- 230, 3.0, 3.0, 3.0, 3
229 -- 231, 1.0, 1.0, 1.0, 1
229 -- 1132, 1.0, 1.0, 1.0, 1
229 -- 833, 1.0, 1.0, 1.0, 1
229 -- 834, 1.0, 1.0, 1.0, 1
229 -- 1219, 1.0, 1.0, 1.0, 1
229 -- 274, 5.0, 2.0, 2.0, 2
229 -- 940, 3.0, 3.0, 3.0, 3
229 -- 1272, 1.0, 1.0, 1.0, 1
229 -- 505, 47.0, 17.0, 17.0, 17
229 -- 245, 1.0, 1.0, 1.0, 1
229 -- 1226, 1.0, 1.0, 1.0, 1
229 -- 751, 2.0, 2.0, 2.0, 2
229 -- 479, 1.0, 1.0, 1.0, 1
229 -- 1265, 1.0, 1.0, 1.0, 1
229 -- 756, 1.0, 1.0, 1.0, 1
229 -- 748, 3.0, 3.0, 3.0, 3
229 -- 492, 1.0, 1.0, 1.0, 1
229 -- 1077, 1.0, 1.0, 1.0, 1
229 -- 495, 1.0, 1.0, 1.0, 1
229 -- 581, 71.0, 23.0, 23.0, 23
229 -- 582, 42.0, 17.0, 17.0, 17
229 -- 583, 13.0, 11.0, 11.0, 11
229 -- 498, 4.0, 4.0, 4.0, 4
229 -- 674, 1.0, 1.0, 1.0, 1
229 -- 587, 33.0, 19.0, 19.0, 19
229 -- 1105, 3.0, 3.0, 3.0, 3
229 -- 677, 1.0, 1.0, 1.0, 1
229 -- 837, 1.0, 1.0, 1.0, 1
229 -- 1169, 1.0, 1.0, 1.0, 1
229 -- 1173, 1.0, 1.0, 1.0, 1
229 -- 1176, 6.0, 6.0, 6.0, 6
229 -- 595, 1.0, 1.0, 1.0, 1
229 -- 601, 2.0, 2.0, 2.0, 2
229 -- 699, 1.0, 1.0, 1.0, 1
229 -- 676, 1.0, 1.0, 1.0, 1
229 -- 949, 1.0, 1.0, 1.0, 1
229 -- 1031, 1.0, 1.0, 1.0, 1
229 -- 705, 1.0, 1.0, 1.0, 1
230 -- 1183, 1.0, 1.0, 1.0, 1
230 -- 711, 7.0, 6.0, 6.0, 6
230 -- 714, 41.0, 18.0, 18.0, 18
230 -- 561, 1.0, 1.0, 1.0, 1
230 -- 748, 1.0, 1.0, 1.0, 1
230 -- 1136, 7.0, 3.0, 3.0, 3
230 -- 667, 1.0, 1.0, 1.0, 1
230 -- 1248, 20.0, 10.0, 10.0, 10
230 -- 583, 2.0, 2.0, 2.0, 2
230 -- 601, 3.0, 2.0, 2.0, 2
230 -- 586, 3.0, 3.0, 3.0, 3
230 -- 231, 24.0, 8.0, 8.0, 8
230 -- 730, 1.0, 1.0, 1.0, 1
230 -- 629, 1.0, 1.0, 1.0, 1
230 -- 585, 4.0, 4.0, 4.0, 4
230 -- 395, 1.0, 1.0, 1.0, 1
230 -- 587, 5.0, 4.0, 4.0, 4
230 -- 845, 1.0, 1.0, 1.0, 1
230 -- 581, 3.0, 2.0, 2.0, 2
230 -- 582, 16.0, 13.0, 13.0, 13
230 -- 511, 1.0, 1.0, 1.0, 1
230 -- 843, 1.0, 1.0, 1.0, 1
230 -- 1175, 1.0, 1.0, 1.0, 1
230 -- 1176, 2.0, 2.0, 2.0, 2
230 -- 505, 2.0, 2.0, 2.0, 2
230 -- 921, 1.0, 1.0, 1.0, 1
230 -- 327, 1.0, 1.0, 1.0, 1
230 -- 942, 1.0, 1.0, 1.0, 1
230 -- 940, 1.0, 1.0, 1.0, 1
230 -- 1067, 1.0, 1.0, 1.0, 1
230 -- 1283, 1.0, 1.0, 1.0, 1
231 -- 1136, 7.0, 3.0, 3.0, 3
231 -- 711, 4.0, 3.0, 3.0, 3
231 -- 714, 34.0, 13.0, 13.0, 13
231 -- 748, 1.0, 1.0, 1.0, 1
231 -- 495, 1.0, 1.0, 1.0, 1
231 -- 1248, 19.0, 7.0, 7.0, 7
231 -- 583, 1.0, 1.0, 1.0, 1
231 -- 498, 1.0, 1.0, 1.0, 1
231 -- 601, 1.0, 1.0, 1.0, 1
231 -- 587, 3.0, 3.0, 3.0, 3
231 -- 566, 1.0, 1.0, 1.0, 1
231 -- 864, 1.0, 1.0, 1.0, 1
231 -- 1176, 1.0, 1.0, 1.0, 1
231 -- 921, 1.0, 1.0, 1.0, 1
231 -- 784, 1.0, 1.0, 1.0, 1
231 -- 751, 1.0, 1.0, 1.0, 1
231 -- 938, 2.0, 1.0, 1.0, 1
231 -- 747, 1.0, 1.0, 1.0, 1
232 -- 417, 1.0, 1.0, 1.0, 1
232 -- 558, 1.0, 1.0, 1.0, 1
232 -- 1160, 3.0, 2.0, 2.0, 2
232 -- 809, 1.0, 1.0, 1.0, 1
232 -- 877, 1.0, 1.0, 1.0, 1
232 -- 1155, 1.0, 1.0, 1.0, 1
232 -- 964, 1.0, 1.0, 1.0, 1
232 -- 653, 1.0, 1.0, 1.0, 1
232 -- 749, 1.0, 1.0, 1.0, 1
233 -- 1136, 1.0, 1.0, 1.0, 1
233 -- 260, 1.0, 1.0, 1.0, 1
233 -- 733, 1.0, 1.0, 1.0, 1
233 -- 543, 4.0, 2.0, 2.0, 2
233 -- 921, 37.0, 9.0, 9.0, 9
233 -- 490, 1.0, 1.0, 1.0, 1
233 -- 264, 1.0, 1.0, 1.0, 1
233 -- 576, 1.0, 1.0, 1.0, 1
233 -- 346, 1.0, 1.0, 1.0, 1
233 -- 657, 2.0, 2.0, 2.0, 2
233 -- 1064, 1.0, 1.0, 1.0, 1
233 -- 752, 1.0, 1.0, 1.0, 1
233 -- 1038, 1.0, 1.0, 1.0, 1
233 -- 1255, 1.0, 1.0, 1.0, 1
233 -- 975, 1.0, 1.0, 1.0, 1
233 -- 388, 8.0, 5.0, 5.0, 5
233 -- 483, 1.0, 1.0, 1.0, 1
233 -- 992, 7.0, 1.0, 1.0, 1
234 -- 569, 4.0, 2.0, 2.0, 2
234 -- 1183, 1.0, 1.0, 1.0, 1
234 -- 571, 1.0, 1.0, 1.0, 1
234 -- 469, 2.0, 2.0, 2.0, 2
234 -- 443, 1.0, 1.0, 1.0, 1
234 -- 871, 7.0, 2.0, 2.0, 2
234 -- 256, 1.0, 1.0, 1.0, 1
234 -- 335, 28.0, 13.0, 13.0, 13
234 -- 770, 1.0, 1.0, 1.0, 1
234 -- 675, 1.0, 1.0, 1.0, 1
234 -- 839, 1.0, 1.0, 1.0, 1
234 -- 444, 1.0, 1.0, 1.0, 1
235 -- 1242, 1.0, 1.0, 1.0, 1
235 -- 239, 1.0, 1.0, 1.0, 1
235 -- 869, 1.0, 1.0, 1.0, 1
235 -- 261, 1.0, 1.0, 1.0, 1
235 -- 708, 3.0, 3.0, 3.0, 3
235 -- 580, 1.0, 1.0, 1.0, 1
235 -- 330, 1.0, 1.0, 1.0, 1
235 -- 1058, 1.0, 1.0, 1.0, 1
235 -- 512, 1.0, 1.0, 1.0, 1
235 -- 299, 1.0, 1.0, 1.0, 1
235 -- 730, 1.0, 1.0, 1.0, 1
235 -- 485, 1.0, 1.0, 1.0, 1
235 -- 732, 2.0, 2.0, 2.0, 2
235 -- 297, 1.0, 1.0, 1.0, 1
235 -- 830, 4.0, 4.0, 4.0, 4
236 -- 302, 1.0, 1.0, 1.0, 1
236 -- 959, 1.0, 1.0, 1.0, 1
236 -- 1044, 10.0, 7.0, 7.0, 7
236 -- 622, 2.0, 1.0, 1.0, 1
236 -- 1204, 4.0, 3.0, 3.0, 3
236 -- 459, 1.0, 1.0, 1.0, 1
236 -- 1055, 1.0, 1.0, 1.0, 1
236 -- 395, 1.0, 1.0, 1.0, 1
236 -- 862, 2.0, 2.0, 2.0, 2
236 -- 982, 11.0, 10.0, 10.0, 10
236 -- 390, 3.0, 1.0, 1.0, 1
236 -- 238, 2.0, 2.0, 2.0, 2
236 -- 1245, 2.0, 2.0, 2.0, 2
236 -- 240, 2.0, 2.0, 2.0, 2
236 -- 1243, 5.0, 5.0, 5.0, 5
236 -- 987, 1.0, 1.0, 1.0, 1
236 -- 308, 1.0, 1.0, 1.0, 1
236 -- 913, 5.0, 4.0, 4.0, 4
236 -- 254, 1.0, 1.0, 1.0, 1
236 -- 659, 11.0, 9.0, 9.0, 9
236 -- 565, 1.0, 1.0, 1.0, 1
236 -- 664, 2.0, 1.0, 1.0, 1
236 -- 263, 1.0, 1.0, 1.0, 1
236 -- 427, 1.0, 1.0, 1.0, 1
236 -- 1259, 1.0, 1.0, 1.0, 1
236 -- 656, 2.0, 2.0, 2.0, 2
236 -- 666, 2.0, 2.0, 2.0, 2
236 -- 1173, 1.0, 1.0, 1.0, 1
236 -- 592, 5.0, 4.0, 4.0, 4
236 -- 1027, 3.0, 2.0, 2.0, 2
236 -- 1181, 9.0, 7.0, 7.0, 7
236 -- 243, 1.0, 1.0, 1.0, 1
236 -- 244, 1.0, 1.0, 1.0, 1
236 -- 295, 1.0, 1.0, 1.0, 1
236 -- 1280, 1.0, 1.0, 1.0, 1
236 -- 614, 1.0, 1.0, 1.0, 1
237 -- 1217, 1.0, 1.0, 1.0, 1
237 -- 238, 1.0, 1.0, 1.0, 1
237 -- 1074, 1.0, 1.0, 1.0, 1
237 -- 241, 16.0, 10.0, 10.0, 10
237 -- 1113, 1.0, 1.0, 1.0, 1
237 -- 1000, 1.0, 1.0, 1.0, 1
237 -- 1046, 18.0, 13.0, 13.0, 13
237 -- 851, 7.0, 1.0, 1.0, 1
237 -- 913, 1.0, 1.0, 1.0, 1
237 -- 369, 1.0, 1.0, 1.0, 1
237 -- 976, 1.0, 1.0, 1.0, 1
237 -- 826, 4.0, 4.0, 4.0, 4
237 -- 882, 1.0, 1.0, 1.0, 1
238 -- 1242, 1.0, 1.0, 1.0, 1
238 -- 1245, 7.0, 6.0, 6.0, 6
238 -- 243, 3.0, 3.0, 3.0, 3
238 -- 1044, 7.0, 5.0, 5.0, 5
238 -- 263, 1.0, 1.0, 1.0, 1
238 -- 829, 1.0, 1.0, 1.0, 1
238 -- 1204, 1.0, 1.0, 1.0, 1
238 -- 781, 5.0, 4.0, 4.0, 4
238 -- 1181, 1.0, 1.0, 1.0, 1
238 -- 1051, 1.0, 1.0, 1.0, 1
239 -- 261, 7.0, 7.0, 7.0, 7
239 -- 924, 1.0, 1.0, 1.0, 1
239 -- 1269, 1.0, 1.0, 1.0, 1
239 -- 869, 2.0, 2.0, 2.0, 2
239 -- 283, 1.0, 1.0, 1.0, 1
239 -- 708, 4.0, 3.0, 3.0, 3
239 -- 589, 1.0, 1.0, 1.0, 1
239 -- 490, 1.0, 1.0, 1.0, 1
239 -- 1024, 1.0, 1.0, 1.0, 1
239 -- 622, 1.0, 1.0, 1.0, 1
239 -- 435, 1.0, 1.0, 1.0, 1
239 -- 497, 1.0, 1.0, 1.0, 1
239 -- 330, 1.0, 1.0, 1.0, 1
239 -- 1277, 1.0, 1.0, 1.0, 1
239 -- 633, 1.0, 1.0, 1.0, 1
239 -- 560, 1.0, 1.0, 1.0, 1
239 -- 894, 1.0, 1.0, 1.0, 1
239 -- 584, 1.0, 1.0, 1.0, 1
240 -- 913, 3.0, 3.0, 3.0, 3
240 -- 380, 1.0, 1.0, 1.0, 1
240 -- 1107, 1.0, 1.0, 1.0, 1
240 -- 1047, 1.0, 1.0, 1.0, 1
240 -- 1025, 1.0, 1.0, 1.0, 1
240 -- 265, 1.0, 1.0, 1.0, 1
240 -- 1094, 7.0, 4.0, 4.0, 4
241 -- 302, 1.0, 1.0, 1.0, 1
241 -- 913, 13.0, 11.0, 11.0, 11
241 -- 836, 1.0, 1.0, 1.0, 1
241 -- 976, 5.0, 5.0, 5.0, 5
241 -- 1046, 4.0, 4.0, 4.0, 4
241 -- 247, 1.0, 1.0, 1.0, 1
241 -- 658, 1.0, 1.0, 1.0, 1
241 -- 1094, 1.0, 1.0, 1.0, 1
242 -- 1183, 1.0, 1.0, 1.0, 1
242 -- 485, 2.0, 1.0, 1.0, 1
242 -- 465, 1.0, 1.0, 1.0, 1
242 -- 599, 1.0, 1.0, 1.0, 1
242 -- 386, 1.0, 1.0, 1.0, 1
242 -- 1204, 1.0, 1.0, 1.0, 1
242 -- 440, 1.0, 1.0, 1.0, 1
242 -- 1181, 1.0, 1.0, 1.0, 1
242 -- 443, 22.0, 5.0, 5.0, 5
242 -- 444, 20.0, 11.0, 11.0, 11
243 -- 686, 1.0, 1.0, 1.0, 1
243 -- 424, 1.0, 1.0, 1.0, 1
243 -- 244, 9.0, 7.0, 7.0, 7
243 -- 1245, 17.0, 12.0, 12.0, 12
243 -- 994, 1.0, 1.0, 1.0, 1
243 -- 781, 1.0, 1.0, 1.0, 1
243 -- 848, 1.0, 1.0, 1.0, 1
244 -- 350, 1.0, 1.0, 1.0, 1
244 -- 378, 1.0, 1.0, 1.0, 1
244 -- 338, 1.0, 1.0, 1.0, 1
244 -- 340, 1.0, 1.0, 1.0, 1
244 -- 494, 1.0, 1.0, 1.0, 1
244 -- 309, 1.0, 1.0, 1.0, 1
244 -- 976, 1.0, 1.0, 1.0, 1
244 -- 424, 3.0, 3.0, 3.0, 3
244 -- 1151, 1.0, 1.0, 1.0, 1
244 -- 982, 1.0, 1.0, 1.0, 1
244 -- 1245, 1.0, 1.0, 1.0, 1
244 -- 1027, 1.0, 1.0, 1.0, 1
244 -- 913, 2.0, 2.0, 2.0, 2
244 -- 948, 1.0, 1.0, 1.0, 1
244 -- 932, 1.0, 1.0, 1.0, 1
